xval,askf
0.02,0.17834413833548507
0.024984984984984984,0.1845476501612905
0.02996996996996997,0.1910093262586721
0.03495495495495496,0.19772215624495756
0.03993993993993994,0.20467932153803475
0.04492492492492493,0.2118741933361663
0.049909909909909914,0.21930033060793278
0.054894894894894894,0.22695147809230443
0.05987987987987989,0.2348215643088417
0.06486486486486487,0.24290469957802413
0.06984984984984986,0.2511951740517082
0.07483483483483484,0.2596874557537132
0.07981981981981982,0.2683761886305364
0.08480480480480482,0.27725619061219653
0.0897897897897898,0.2863224516832056
0.09477477477477479,0.29557013196366966
0.09975975975975977,0.30499455980051837
0.10474474474474475,0.31459122986886245
0.10972972972972975,0.32435580128348074
0.11471471471471473,0.3342840957204346
0.11969969969969972,0.3443720955488125
0.1246846846846847,0.3546159419726016
0.12966966966966967,0.3650119331826893
0.13465465465465468,0.3755565225189924
0.13963963963963966,0.3862463166427155
0.14462462462462464,0.39707807371873777
0.14960960960960962,0.40804870160812806
0.1545945945945946,0.41915525607078963
0.15957957957957958,0.43039493897823183
0.16456456456456456,0.44176509653647217
0.16954954954954957,0.45326321751906556
0.17453453453453455,0.4648869315102631
0.17951951951951953,0.4766340071582991
0.1845045045045045,0.4885023504388067
0.1894894894894895,0.500490002928362
0.1944744744744745,0.5125951400881574
0.19945945945945948,0.5248160695578028
0.20444444444444446,0.5371512294592555
0.20942942942942944,0.5495991867108794
0.21441441441441442,0.5621586353516324
0.21939939939939943,0.5748283948753814
0.2243843843843844,0.587607408575348
0.22936936936936939,0.6004947418986812
0.23435435435435437,0.6134895808111593
0.23933933933933935,0.6265912301720199
0.24432432432432433,0.6397991121189195
0.24930930930930933,0.6531127644630206
0.25429429429429434,0.6665318390942083
0.2592792792792793,0.6800561003964347
0.2642642642642643,0.6936854236731933
0.26924924924924926,0.7074197935831197
0.27423423423423426,0.7212593025857232
0.2792192192192193,0.7352041493972461
0.2842042042042042,0.7492546374566509
0.28918918918918923,0.7634111734017377
0.29417417417417424,0.7776742655553885
0.2991591591591592,0.792044522421941
0.3041441441441442,0.8065226511936925
0.30912912912912915,0.8211094562675281
0.31411411411411416,0.8358058377716826
0.31909909909909917,0.8506127901026272
0.3240840840840841,0.8655314004720875
0.32906906906906913,0.8805628474641873
0.3340540540540541,0.8957083996027249
0.3390390390390391,0.9109694139285731
0.3440240240240241,0.9263473345872126
0.34900900900900905,0.9418436914263901
0.35399399399399406,0.9574600986039083
0.358978978978979,0.9731982532055417
0.363963963963964,0.989059933873083
0.36894894894894903,1.005046999442517
0.373933933933934,1.021161387592324
0.378918918918919,1.0374051135019104
0.38390390390390394,1.0537802685201698
0.38888888888888895,1.0702890188441707
0.39387387387387396,1.086933604207975
0.3988588588588589,1.103716336581583
0.4038438438438439,1.1206395988800082
0.40882882882882887,1.1377058436824807
0.4138138138138139,1.1549175919617791
0.4187987987987989,1.1722774318236895
0.42378378378378384,1.1897880172565964
0.42876876876876885,1.2074520668911999
0.4337537537537538,1.2252723627703608
0.4387387387387388,1.243251749129076
0.44372372372372376,1.2613931311845823
0.44870870870870877,1.279699473936589
0.4536936936936938,1.2981738009776362
0.45867867867867873,1.3168191933135862
0.46366366366366374,1.3356387881942418
0.4686486486486487,1.3546357779540905
0.4736336336336337,1.3738134088631813
0.4786186186186187,1.3931749799881288
0.48360360360360366,1.4127238420632429
0.48858858858858867,1.4324633963717937
0.4935735735735736,1.452397093637397
0.49855855855855863,1.472528432925536
0.5035435435435436,1.492860960555205
0.5085285285285286,1.5133982690206875
0.5135135135135136,1.5341439959234577
0.5184984984984985,1.5551018229142142
0.5234834834834835,1.5762754746450431
0.5284684684684685,1.5976687177317044
0.5334534534534535,1.6192853597260521
0.5384384384384385,1.6411292480985815
0.5434234234234235,1.6632042692311046
0.5484084084084084,1.6855143474195535
