Asset_0,Asset_1,Asset_2,Asset_3,Asset_4,Asset_5,Asset_6,Asset_7,Asset_8,Asset_9,Asset_10,Asset_11,Asset_12,Asset_13,Asset_14,Asset_15,Asset_16,Asset_17,Asset_18,Asset_19,Asset_20,Asset_21,Asset_22,Asset_23,Asset_24,Asset_25,Asset_26,Asset_27,Asset_28,Asset_29,Asset_30,Asset_31,Asset_32,Asset_33,Asset_34,Asset_35,Asset_36,Asset_37,Asset_38,Asset_39,Asset_40,Asset_41,Asset_42,Asset_43,Asset_44,Asset_45,Asset_46,Asset_47,Asset_48,Asset_49
119.6702732720043,101.44854416441946,171.28520612476893,151.68039490558985,128.16027048593574,184.99794126098655,119.11153729135911,114.73120927023977,103.47216189069565,111.49993207854384,227.10790567524364,278.3298482090412,215.83453255907548,237.34116799855067,192.52709164904485,126.67527185882967,319.4986171624496,346.3736052391207,180.39953928579558,335.1549088913522,363.052599368986,275.38993900951755,140.2522493889995,419.0399072929599,403.4139015068544,356.5516119479696,190.32594977322452,356.25642007366724,364.0132163114199,176.33146317626452,216.77745764066356,498.5190365727939,347.3584465202062,473.46157767937166,331.4189088292055,496.1789392665554,249.24797021723302,555.1783485311202,222.08215419496563,230.7151555626927,592.5145654469133,221.21681681366414,271.5447316000213,453.476799707726,526.7843904552282,356.28243916770407,708.2919011755871,311.67972370306245,260.78435807201834,572.360245844324
90.62818215330198,86.01965136592618,147.2800248162254,152.14713093464928,128.23275211493728,129.4681885481325,105.86737998589112,113.96483132060332,127.9046371844218,210.96584029171746,271.8962296990498,278.1005354970565,267.05359205744566,294.98878193137796,268.42494209400127,245.1760214370304,208.02928695061095,275.8223262091602,150.2219614220344,240.9536292860908,361.3763879023024,217.8117272521919,337.26380859228993,344.8067363223294,363.66877961925593,284.0276554212589,263.73538082632894,467.45626016762424,485.29430738210726,333.4494869390543,336.58549932778607,232.63360954925926,324.9206238405272,516.9567905109218,322.35019469211915,272.2897386526859,271.8475451267971,333.5749946217824,410.6951892446153,252.45984964235151,453.7166120529726,352.9860938168851,388.05759528453626,538.6832598409142,378.2404967413698,338.09096720013275,606.5043281416896,397.05389046579586,361.8796478844191,609.712415148257
120.53678836714212,119.45290865789269,147.75757129348096,179.06649539720325,107.8049520397805,191.03378049418924,132.88673434117862,224.37017884991414,160.60853183236523,126.35354009680104,187.20389705502555,159.7453396175848,222.02985305230453,231.93435432374332,190.4704197924279,182.98348761313147,151.11865192049018,204.94852915268183,314.94541138556576,207.64081581680864,192.31039391200557,389.7832895156444,351.0206949724935,229.8191623184023,244.40100356946132,308.62502736315906,382.38772233443905,369.9362199293881,439.93762838610064,194.2884952841941,205.4585976849033,392.3032321916645,287.1768327099961,384.35067139596316,412.75422242953147,435.92045634493314,557.8045224389,276.915246949995,464.74211414800374,344.0070877279824,477.7789939487029,570.6651530216066,441.24190632181796,394.4839347145568,490.4290410528588,466.8174617906941,608.1316924300351,276.1366458257505,316.14533547322634,620.1569742510765
109.69867742670658,104.61413534719313,148.1001453292053,148.5359426731192,188.8591183505951,115.19182863496263,117.21234711075454,182.08687697106376,220.69890382241115,121.07800335253228,194.95578502966205,109.54726551083827,122.19639406886625,152.29527097410997,145.96933158328656,261.1201227966344,227.35943643550604,263.68743767005265,352.2178425296354,159.75787144241193,264.85198653065453,288.18142779920237,350.2255779779486,364.87357346081853,344.6076382885098,209.22459133590525,163.25770729301743,345.2577520625323,365.20071184377764,242.18842874811384,271.3384289428711,217.63690874293107,323.57310548911255,440.49073747062926,194.6013709884138,517.7589851108226,494.6250210920591,275.82769980129416,266.66602018098234,504.00110466678296,382.37630538463793,362.1080427053938,369.6964538589581,415.0604252184216,499.9830542624012,408.39214213086257,707.1661501326391,289.4191784069648,598.4672001303334,694.1045285729145
77.53861612143062,126.14959557598982,167.56447140814603,114.25644681486496,88.14401228245256,170.1476522471803,162.76675687896304,184.16384260989642,132.89436381110005,249.00081022885485,92.26839419247473,198.4338706949353,111.72356381976084,189.3417206030718,190.3037834269077,167.39099216189078,337.9087091324783,250.21096076926307,265.67176398752605,350.21660519709354,150.4881753856552,143.3156840515828,215.61424054142347,364.94706394973224,234.17608660334912,180.42663377604828,303.44321160113196,391.2974791198702,254.96773806781002,248.44746665794148,249.31573815981088,528.1320726032097,444.1106489109062,498.26098429069515,562.4151053667582,571.8371657129034,328.78629209533136,272.28077360506137,217.3307867273204,353.0639636275206,231.12603976100073,398.361647715447,288.7624486311859,615.7102068137533,518.5164101126885,322.38672423252103,443.2025170894436,485.96211938572395,482.2509430842267,313.3798978783422
108.85902418542412,130.18050788768426,161.61187436600912,137.48386631198872,77.45448700216221,165.59766784207252,174.14533850665632,126.64837612280705,242.55019598787675,183.7670770114449,145.53052973853983,173.73188472394176,146.28494907472486,189.79488515988115,153.65172677598727,136.73570288133277,211.58864238099795,164.38855186120324,173.76058284782044,287.31716069787797,263.3105012026393,238.876689682901,370.3270666743691,415.1711818735963,370.5919588762952,303.29556582098525,316.5380224594242,169.2797491223996,377.6648614460642,307.34167557664244,234.37407276344751,222.93071300659716,234.91797809023834,310.3376756614103,251.82774350381158,327.348264962277,494.7002312605949,531.7363564157772,443.6656256969225,519.5851462293781,263.67715257571143,229.5701623194816,528.4844001316415,232.34930616114784,599.6231910501484,506.7434019131757,667.274152858796,327.9264031344062,247.34388556437312,679.6377030467131
114.17476619160078,102.082666798288,89.3148423481893,108.40359057000093,198.17269401573705,199.68216195238506,172.99200352876596,110.07393758462443,82.93016893337807,173.1292154131393,240.012553101105,115.39685838830721,208.52827303193143,283.28075315675136,153.40322966937697,222.08313299609816,253.20705611663817,119.4415711895892,273.4769534814295,366.7377098645983,189.36441683547957,277.075170127164,309.89477317885894,226.540221211526,238.69365242067104,217.5762622598073,184.9038046952335,251.38137681116737,253.1260316700419,243.82565646644207,474.18726357842354,228.53703291381834,440.03023148542576,289.6628352208478,257.59216118494817,488.6879592547929,296.79977312466474,361.04966504156033,562.7504803232326,296.803434129951,624.0399662719198,595.5703896062699,261.11143886831786,573.4144420398618,553.1978543640718,360.1887464111739,383.0553179952109,671.661776879873,715.5756461399924,423.1125832272395
117.91421809277132,88.25397771449613,142.43743136825302,167.14375198141778,71.43958487743944,109.66639499226625,87.44377619542745,108.94611310231565,225.6520531170014,192.84988137799434,243.11043810327075,228.14303774673087,262.2551893977503,141.25780543421695,273.5054449367749,234.01629145436078,187.10945672174992,345.82890020172727,252.0129331540159,371.03959676553256,387.16705888574205,312.5418545096528,289.6536504154618,153.50362193479896,242.6378405278488,209.65804419111598,224.69540169065561,447.72178617169527,374.8057448818876,272.037180144048,365.11996692940653,351.1117416938006,323.15636794440013,502.31193703424026,289.67143421295145,574.1520981704858,272.3334124544761,304.14043418459823,287.015945036945,464.32811133578764,566.5519445370442,461.5982757631311,521.2421791182295,371.5509426169263,257.2039001671555,690.53657635351,417.8751493320744,487.20663157332694,644.969265102601,411.38622318794
95.77782600240931,118.86801775544653,122.62828799009095,159.41538680956697,132.69799506771747,167.7301969999738,157.9041261565194,194.51878970745378,196.8123662082127,202.9192460202335,109.61213778077375,111.42236229139961,152.7488167082197,193.9772287001516,183.6902365102021,111.32495657854525,173.08022390253961,322.59918802157057,320.7075386847132,186.37397228978244,344.73317029549554,150.74421623409205,163.0941318474075,242.71082302828472,347.3283649279158,333.45618104952143,461.5753305684245,196.94170106557118,306.9041684834759,188.9512672722971,231.29565383873606,310.0456107388135,396.6418203839236,294.40697032828666,406.6432716073333,267.39281531320506,205.91745124419828,272.08437422672324,552.7468307493209,287.3720807760056,305.6259428614317,432.101524669497,329.6979104951472,291.3145459453713,235.57956038445155,671.834321631303,380.1053915459154,489.64748199189495,407.66927589717017,311.8831394751822
92.83047177222025,139.7201982864913,110.9763786497453,134.93672226567537,82.52369058864411,128.01966556155085,192.46127997020383,126.73744499505727,204.2229833724152,117.84744385114989,99.19354376013005,192.76991543741994,160.156142479805,118.09893223392433,254.78901327650465,262.0353472691682,319.9587588189978,324.38101249338723,219.48224974434495,136.86557121139427,274.09233623818676,329.370524609956,199.19656480232095,187.23131520649903,429.80717943747965,388.113294526817,284.7711005019284,180.183509174204,207.66430614698908,449.5573156444215,322.25638312234946,389.1878986417778,320.9498226224477,193.67696255010256,528.5966205334685,472.8374011946215,294.46482477239874,465.3680757529897,222.03163974436265,368.1236489645589,470.2726080170328,345.8741113377773,596.6983902943606,407.91153272471155,536.5624199165527,478.2284802424016,309.1485684351535,250.59332385963,577.8552367866745,262.29804700664954
